S. No.,Lattitude,Longitude,Pothole,Severity,Ranking
4478,12.9749 ,77.7300,15,5,53
4490,13.0774 ,77.6782,18,4,59
4492,13.0595 ,77.6745,18,2,72
4498,13.0170 ,77.5625,34,2,53
4514,13.0105 ,77.6640,15,5,77
4515,12.9624 ,77.4905,25,1,61
4524,12.9890 ,77.6978,28,5,72
4525,13.0576 ,77.6003,19,1,56
4542,13.0721 ,77.6794,28,4,77
4547,12.9658 ,77.7138,19,5,74
4556,13.0274 ,77.7442,18,1,78
4557,12.9203 ,77.5676,32,3,73
4569,12.9943 ,77.4925,16,2,60
4570,13.0421 ,77.7151,26,3,72
4589,12.9372 ,77.6974,29,3,73
4592,12.9263 ,77.6594,16,1,58
4598,12.9969 ,77.4990,22,3,60
4606,12.9917 ,77.6023,28,4,54
4612,12.9986 ,77.5381,20,4,57
4620,12.9788 ,77.5620,29,3,55
4627,13.0636 ,77.7159,16,2,58
4635,13.0063 ,77.6590,24,5,74
4637,13.0738 ,77.5692,27,2,63
4645,12.8620 ,77.6085,33,3,74
4651,13.0029 ,77.4960,21,5,77
4658,13.0520 ,77.5559,27,5,78
4668,13.0660 ,77.6569,35,5,64
4673,12.8942 ,77.5202,22,4,68
4680,12.8406 ,77.7089,27,3,76
4720,12.9955 ,77.7212,15,5,56
4725,12.8450 ,77.7093,21,5,59
4746,13.0513 ,77.5470,17,3,69
4750,13.0420 ,77.6972,26,2,72
4785,13.0991 ,77.7220,28,2,68
4787,12.9587 ,77.5337,33,2,54
4789,12.8567 ,77.7203,33,4,63
4796,12.9318 ,77.5942,20,3,67
4817,13.0649 ,77.7336,19,2,54
4825,12.9045 ,77.5458,31,2,54
4827,12.9917 ,77.6459,18,2,58
4834,13.0510 ,77.5785,30,1,53
4852,12.8876 ,77.6587,21,3,68
4854,13.0115 ,77.6756,21,5,57
4860,13.0682 ,77.6121,22,5,63
4863,13.0616 ,77.6340,17,3,75
4889,13.0551 ,77.5870,19,3,63
4896,12.9948 ,77.5781,16,3,53
4912,13.0563 ,77.6560,33,4,63
4921,13.0297 ,77.7398,15,3,61
4935,12.9687 ,77.5262,29,1,60
4954,13.0280 ,77.5544,19,5,52
4966,12.8942 ,77.6034,28,4,78
4970,12.8621 ,77.5484,17,5,53
4985,12.9941 ,77.7221,24,2,74
4990,13.0831 ,77.7461,26,2,59
5020,12.9745 ,77.6933,18,1,54
5029,12.9036 ,77.6675,33,5,78
5049,12.9921 ,77.5953,21,4,77
5058,12.9748 ,77.6330,19,5,60
5082,13.0548 ,77.6835,28,5,74
5104,13.0444 ,77.6329,26,3,71
5109,12.9684 ,77.4909,31,1,71
5115,12.9682 ,77.6119,34,1,56
5144,12.9452 ,77.5868,18,3,55
5154,13.0389 ,77.5616,28,3,56
5155,12.9030 ,77.7422,18,5,56
5163,13.0888 ,77.6309,15,3,53
5166,12.8862 ,77.5846,31,5,67
5172,13.0441 ,77.6509,18,1,67
5192,12.9376 ,77.6673,20,2,55
5193,12.8969 ,77.7098,35,2,73
5194,12.9556 ,77.6781,24,2,61
5197,13.0490 ,77.5811,20,3,64
5215,12.9438 ,77.5229,24,3,62
5220,12.9992 ,77.4873,20,3,53
5267,12.8400 ,77.5698,20,1,77
5296,12.8877 ,77.6801,21,1,69
5299,13.0318 ,77.5857,26,1,60
5306,12.9573 ,77.6517,31,5,75
5311,12.9614 ,77.7128,16,4,61
5325,12.9233 ,77.4883,31,3,69
5327,12.9346 ,77.5836,27,1,67
5330,12.9558 ,77.5843,21,3,69
5339,13.0024 ,77.6811,23,4,56
5340,13.0208 ,77.5017,27,3,70
5344,12.8979 ,77.6070,15,5,56
5353,12.8529 ,77.7437,18,4,52
5367,13.0612 ,77.5502,24,5,68
5370,12.9100 ,77.4898,23,4,56
5382,13.0530 ,77.6028,19,3,68
5383,13.0048 ,77.7144,23,2,67
5400,12.8569 ,77.7258,20,3,77
5416,13.0062 ,77.5397,22,2,62
5420,13.0166 ,77.5211,15,5,78
5433,12.9834 ,77.7188,15,2,58
5434,12.9373 ,77.6978,26,4,59
5440,13.0667 ,77.6631,19,1,59
5448,13.0474 ,77.7442,26,5,75
5477,12.9989 ,77.5567,31,2,56
5483,13.0585 ,77.7369,21,4,56
5495,12.8578 ,77.6574,24,2,57
5511,12.9410 ,77.5922,27,2,61
5514,12.9245 ,77.7484,17,4,54
5516,12.9525 ,77.6781,33,3,69
5517,12.9129 ,77.6347,28,2,62
5526,12.9121 ,77.6973,17,5,78
5537,13.0790 ,77.5594,20,1,67
5545,12.8878 ,77.5605,31,3,53
5556,12.8945 ,77.5694,24,5,66
5559,12.9845 ,77.5475,33,2,67
5575,12.8848 ,77.6471,27,1,61
5579,12.9075 ,77.4910,25,1,61
5588,13.0868 ,77.5215,22,2,60
5590,12.9015 ,77.6830,27,2,68
5607,13.0256 ,77.5505,19,1,74
5619,12.9126 ,77.7120,27,5,70
5620,13.0015 ,77.5412,33,2,65
5625,13.0172 ,77.6241,25,3,59
5635,12.8626 ,77.5316,34,2,74
5650,12.9298 ,77.6985,34,1,75
5652,12.8954 ,77.5798,35,4,67
5656,13.0269 ,77.7484,16,5,63
5672,12.9392 ,77.7055,34,5,61
5688,12.9267 ,77.5388,30,3,67
5701,13.0924 ,77.4904,35,2,66
5703,12.9764 ,77.5278,18,2,70
5728,12.9179 ,77.6343,26,2,70
5768,12.9326 ,77.5285,32,4,74
5825,12.8798 ,77.5605,33,2,65
5837,12.8605 ,77.7379,15,2,62
5844,12.9871 ,77.5558,15,3,69
5849,13.0353 ,77.6133,34,1,75
5862,13.0386 ,77.7270,22,1,71
5881,12.9398 ,77.6709,21,4,63
5887,13.0075 ,77.7002,16,4,66
5889,12.9789 ,77.6957,17,1,62
5906,13.0019 ,77.4946,30,4,74
5909,13.0823 ,77.6386,16,2,76
5910,13.0933 ,77.6837,21,1,52
5912,12.9989 ,77.7246,24,3,60
5919,13.0573 ,77.5304,27,1,61
5924,13.0261 ,77.5944,22,1,70
5930,12.9481 ,77.7348,34,2,73
5961,12.8466 ,77.5422,32,3,52
5977,12.8443 ,77.5268,17,5,64
5996,12.9426 ,77.5170,15,2,56
6000,13.0423 ,77.5947,32,1,65
6010,13.0483 ,77.7474,20,4,60
6013,12.8807 ,77.5483,15,2,70
6017,12.8788 ,77.6457,28,5,73
6018,12.9115 ,77.5275,35,3,59
6026,12.9436 ,77.7465,22,2,76
6036,12.9192 ,77.6482,35,2,78
6048,13.0464 ,77.6908,33,2,53
6056,12.8794 ,77.6954,33,1,56
6061,12.8956 ,77.5219,28,1,74
6074,12.8788 ,77.6453,16,5,74
6080,13.0073 ,77.6492,30,2,65
6082,13.0429 ,77.7101,19,3,55
6118,12.9837 ,77.6822,17,4,77
6120,13.0311 ,77.6833,25,5,71
6136,12.8416 ,77.5385,35,2,64
6155,12.9169 ,77.7086,26,3,71
6168,13.0609 ,77.5508,32,2,67
6171,12.9290 ,77.6631,25,5,72
6178,13.0118 ,77.6293,25,4,78
6192,12.9308 ,77.7372,26,1,56
6194,12.8505 ,77.6842,34,2,73
6200,12.8943 ,77.4993,23,5,73
6204,12.8575 ,77.5639,16,2,66
6213,12.8719 ,77.6738,32,2,74
6214,13.0287 ,77.5876,20,3,73
6232,13.0795 ,77.6101,30,1,74
6234,13.0514 ,77.5005,24,2,75
6243,13.0469 ,77.6217,33,4,60
6247,12.9507 ,77.6041,21,5,63
6248,13.0877 ,77.7037,21,2,62
6274,13.0764 ,77.5797,29,2,60
6275,12.8531 ,77.6013,18,4,73
6278,12.8859 ,77.7450,34,3,52
6280,12.8692 ,77.4915,28,3,58
6287,13.0201 ,77.6495,20,4,67
6312,13.0250 ,77.6361,17,5,53
6320,13.0911 ,77.6265,18,4,71
6323,13.0120 ,77.6896,25,1,74
6339,13.0195 ,77.5930,25,3,60
6341,13.0103 ,77.5693,33,5,69
6350,13.0532 ,77.6651,32,4,73
6352,13.0199 ,77.6096,19,5,65
6370,13.0313 ,77.5223,31,1,65
6372,13.0980 ,77.5220,16,1,76
6377,12.9072 ,77.6848,22,3,58
6379,13.0195 ,77.5749,27,4,75
6392,13.0401 ,77.7365,22,5,74
6394,13.0089 ,77.5117,30,5,71
6406,12.8830 ,77.6788,30,1,66
6428,12.9637 ,77.6200,17,4,57
6430,12.9726 ,77.5680,30,4,55
6439,12.8773 ,77.5787,20,2,67
6455,12.9845 ,77.6260,22,3,68
6476,12.9931 ,77.5379,31,2,75
6477,12.9644 ,77.5682,19,3,55
6484,13.0998 ,77.5956,16,4,67
6514,13.0022 ,77.5930,24,2,65
6523,13.0316 ,77.6159,34,5,60
6541,13.0535 ,77.4832,32,4,56
6573,12.8801 ,77.5129,19,2,75
6580,12.8425 ,77.6826,21,1,61
6605,13.0807 ,77.6486,24,3,56
6615,12.9175 ,77.5685,23,3,61
6619,12.8959 ,77.7135,29,2,78
6624,13.0199 ,77.5223,25,5,60
6637,12.9691 ,77.6997,31,2,54
6674,13.0330 ,77.6512,15,4,64
6678,12.9399 ,77.5444,25,2,70
6680,13.0438 ,77.5110,35,4,61
6694,12.9124 ,77.6070,27,4,74
6695,13.0223 ,77.6010,33,1,63
6698,13.0746 ,77.6517,20,5,56
6700,13.0165 ,77.7440,24,2,65
6707,12.9830 ,77.5834,25,1,61
6718,12.8816 ,77.7176,33,5,64
6719,13.0350 ,77.5085,21,1,68
6721,12.9052 ,77.5366,28,1,58
6728,13.0329 ,77.6777,22,5,59
6758,12.9023 ,77.6683,18,3,52
6759,13.0167 ,77.6944,20,3,66
6766,12.9688 ,77.7010,28,5,67
6775,12.9822 ,77.6507,35,3,72
6778,12.9838 ,77.6618,21,1,52
6798,12.9808 ,77.5667,23,5,63
6801,13.0713 ,77.5281,26,3,53
6803,13.0903 ,77.5620,18,4,61
6805,13.0622 ,77.7029,19,1,77
6824,13.0099 ,77.6003,19,2,69
6892,12.9455 ,77.6811,16,1,54
6904,12.8899 ,77.6147,28,3,62
6912,13.0012 ,77.7044,29,5,66
6913,12.8486 ,77.5868,19,2,57
6915,13.0740 ,77.7039,17,1,56
6918,12.9376 ,77.6203,27,5,75
6936,13.0963 ,77.6076,34,3,72
6937,12.8870 ,77.5578,28,2,63
6939,13.0659 ,77.4937,17,1,74
6942,13.0891 ,77.5648,29,3,64
6959,12.9345 ,77.5274,28,5,75
6973,12.9883 ,77.5264,31,5,53
6975,12.9634 ,77.5880,35,3,78
7032,13.0979 ,77.6391,27,3,60
7042,13.0661 ,77.7395,32,3,61
7068,12.8765 ,77.5732,27,2,68
7069,13.0243 ,77.6044,15,2,60
7091,13.0581 ,77.4993,31,5,63
7095,13.0413 ,77.6953,33,1,56
7099,13.0995 ,77.7498,26,4,57
7102,12.8445 ,77.5453,16,2,70
7111,12.9903 ,77.6903,18,5,70
7120,12.8404 ,77.7105,22,1,59
7134,12.8464 ,77.4939,35,4,75
7149,13.0670 ,77.5612,31,2,72
7157,13.0985 ,77.4975,24,2,76
7174,13.0427 ,77.6940,24,2,68
7177,13.0352 ,77.7153,28,5,74
7180,13.0347 ,77.5920,28,2,68
7185,13.0880 ,77.4911,28,3,73
7201,13.0057 ,77.6945,20,4,75
7209,13.0081 ,77.6375,26,3,76
7216,13.0675 ,77.7265,20,3,72
7224,12.9345 ,77.5683,34,4,64
7225,13.0386 ,77.6323,26,1,52
7226,13.0046 ,77.5564,22,5,63
7237,12.8796 ,77.6614,33,1,76
7246,13.0229 ,77.5218,31,2,58
7249,13.0825 ,77.6573,16,4,75
7255,13.0050 ,77.5840,20,1,54
7258,13.0420 ,77.6222,30,4,72
7261,13.0992 ,77.7139,21,5,62
7275,12.9427 ,77.5903,28,2,77
7277,12.9371 ,77.5782,33,1,71
7281,12.9267 ,77.4849,33,1,68
7293,12.8907 ,77.5424,26,5,53
7294,13.0579 ,77.7010,17,2,59
7299,12.9433 ,77.5419,18,1,60
7304,12.9793 ,77.5531,17,3,65
7313,12.9746 ,77.6118,16,5,69
7318,13.0257 ,77.6441,26,4,77
7322,13.0178 ,77.4985,24,4,66
7323,13.0852 ,77.7392,33,2,66
7324,12.8689 ,77.6247,15,2,77
7352,12.9882 ,77.6550,21,1,60
7354,12.8954 ,77.6371,27,4,72
7389,13.0806 ,77.5018,16,3,58
7394,12.9526 ,77.5700,24,3,71
7407,12.9556 ,77.6277,19,4,76
7410,12.8510 ,77.6728,35,1,70
7411,12.9890 ,77.7446,18,4,63
7413,13.0099 ,77.6006,29,5,71
7437,13.0701 ,77.6659,29,4,73
7491,13.0875 ,77.6208,32,5,75
7505,12.8837 ,77.6872,18,4,68
7519,13.0073 ,77.5079,34,5,59
7529,13.0447 ,77.4984,22,3,67
7542,12.9976 ,77.5111,27,2,75
7556,12.9223 ,77.4827,35,1,72
7586,12.8618 ,77.7390,35,1,71
7587,13.0732 ,77.5455,21,4,70
7601,13.0317 ,77.5006,19,4,56
7623,12.9155 ,77.6194,25,1,56
7628,13.0541 ,77.6163,18,2,68
7633,13.0291 ,77.5423,20,5,69
7634,13.0919 ,77.5513,35,2,67
7638,13.0070 ,77.5467,24,5,63
7639,12.9257 ,77.6845,31,2,74
7641,12.9008 ,77.5561,24,3,60
7643,12.8468 ,77.6000,29,5,69
7646,13.0467 ,77.5959,34,1,76
7653,12.9581 ,77.5595,33,2,63
7658,12.8777 ,77.6611,29,4,60
7662,13.0341 ,77.6981,28,2,63
7666,12.9314 ,77.6119,28,5,57
7667,12.8748 ,77.6598,32,4,63
7676,12.8762 ,77.5662,21,2,53
7698,12.9807 ,77.5762,35,3,57
7704,13.0061 ,77.6077,19,3,62
7711,13.0310 ,77.5163,31,5,54
7736,13.0578 ,77.6943,30,5,60
7770,12.8631 ,77.6756,19,2,58
7779,12.8515 ,77.5335,29,4,64
7789,13.0469 ,77.5876,17,3,71
7790,12.8893 ,77.6351,22,4,77
7801,12.9884 ,77.6604,25,1,53
7830,12.8487 ,77.5497,18,1,64
7832,12.8740 ,77.6268,21,5,70
7837,12.9084 ,77.5781,34,3,53
7843,12.9586 ,77.7415,22,4,75
7853,13.0820 ,77.7266,33,3,52
7858,13.0678 ,77.7442,29,4,52
7863,13.0440 ,77.5257,35,1,63
7884,13.0337 ,77.6104,21,1,64
7893,12.8677 ,77.6819,23,1,64
7915,12.9030 ,77.6747,33,5,67
7918,13.0576 ,77.7246,17,2,58
7929,12.9954 ,77.4981,16,4,66
7934,12.8708 ,77.5743,23,5,78
7936,13.1001 ,77.6870,25,3,60
7953,12.9118 ,77.6983,23,2,54
7986,12.9117 ,77.5261,16,3,57
8003,13.0347 ,77.6896,22,1,61
8013,12.8909 ,77.5204,23,5,75
8018,12.8682 ,77.6649,16,3,64
8022,12.9935 ,77.5271,16,4,63
8030,12.8919 ,77.7314,31,4,61
8031,12.8495 ,77.7348,31,5,62
8060,12.9247 ,77.5183,22,2,74
8067,12.9330 ,77.4847,17,1,66
8074,13.0747 ,77.6206,17,2,57
8075,13.0920 ,77.6202,26,4,73
8077,13.0648 ,77.6219,33,3,65
8094,12.8914 ,77.5271,23,1,53
8098,12.9657 ,77.5806,27,2,55
8107,13.0394 ,77.5765,31,1,63
8142,13.0379 ,77.5512,31,5,75
8156,13.0075 ,77.5997,18,4,60
8162,12.9523 ,77.5355,24,3,60
8164,12.9851 ,77.7297,24,2,55
8169,12.8466 ,77.6969,25,5,55
8177,12.9453 ,77.7074,25,1,65
8184,12.9681 ,77.6200,31,4,67
8190,12.8871 ,77.6614,26,4,66
8198,12.9426 ,77.4910,15,3,55
8205,12.9407 ,77.6763,24,5,72
8206,13.0268 ,77.4829,17,5,58
8209,13.0962 ,77.6514,33,2,71
8214,13.0030 ,77.6530,18,4,56
8229,12.9135 ,77.6661,28,5,65
8233,13.0982 ,77.6929,28,1,57
8262,13.0106 ,77.6815,16,3,59
8286,12.8636 ,77.6889,20,3,76
8290,13.0985 ,77.6536,25,1,56
8315,12.8821 ,77.7488,23,5,57
8323,12.8742 ,77.5960,23,1,75
8342,13.0490 ,77.6238,31,2,64
8343,13.0057 ,77.7361,21,4,57
8363,13.0146 ,77.4942,27,2,70
8364,12.9086 ,77.6865,22,3,72
8369,12.9333 ,77.5325,18,3,69
8376,12.8515 ,77.5274,28,2,71
8394,13.0565 ,77.7269,23,3,72
8399,13.0307 ,77.6041,32,1,52
8410,13.0123 ,77.5336,29,3,60
8417,13.0672 ,77.7339,23,2,60
8424,13.0077 ,77.7274,22,5,68
8430,13.0600 ,77.4896,22,5,55
8436,13.0823 ,77.5640,26,5,64
8441,13.0067 ,77.5082,23,1,58
8443,12.8549 ,77.4900,15,4,76
8457,13.0071 ,77.6355,22,5,76
8460,12.9574 ,77.5819,17,1,57
8466,13.0400 ,77.5555,18,5,63
8469,12.9897 ,77.4894,31,2,55
8472,12.8508 ,77.5179,22,4,56
8476,12.8658 ,77.6802,21,5,77
8494,12.9145 ,77.7007,29,3,71
8503,12.8804 ,77.5745,30,1,73
8506,12.9578 ,77.6551,26,5,59
8508,12.9496 ,77.5950,17,5,69
8509,12.9574 ,77.4854,23,1,70
8513,12.9438 ,77.5339,34,5,77
8536,12.9027 ,77.5306,30,5,52
8543,13.0677 ,77.5127,19,2,57
8562,12.9409 ,77.4910,33,1,69
8571,13.0081 ,77.7357,28,3,74
8580,12.9154 ,77.6801,20,3,68
8587,12.9829 ,77.6975,19,4,76
8617,13.0240 ,77.6033,15,4,61
8625,12.8844 ,77.7108,31,3,72
8635,12.9438 ,77.6786,23,3,64
8637,12.9075 ,77.7486,35,1,56
8646,12.8758 ,77.7467,15,3,52
8650,12.9219 ,77.6946,18,5,62
8666,13.0130 ,77.5825,28,4,69
8669,13.0607 ,77.6825,16,3,64
8671,12.9458 ,77.5894,15,5,73
8689,13.0584 ,77.7490,21,2,71
8695,12.9381 ,77.6899,33,2,67
8696,12.8773 ,77.7356,31,5,72
8703,13.0213 ,77.6266,16,3,78
8712,12.8590 ,77.5754,25,5,69
8725,12.9870 ,77.7171,30,1,71
8735,12.8965 ,77.5433,23,5,56
8741,12.8829 ,77.4894,32,4,54
8744,12.9967 ,77.5112,34,5,77
8768,12.8542 ,77.6080,26,3,68
8771,13.0167 ,77.5035,15,1,63
8775,13.0057 ,77.7497,19,3,65
8792,12.8531 ,77.6636,25,5,78
8793,13.0766 ,77.6873,26,5,53
8796,12.8532 ,77.7346,33,4,67
8803,12.9870 ,77.5690,22,3,64
8827,13.0872 ,77.6932,24,3,71
8845,13.0259 ,77.5555,30,1,59
8849,13.0342 ,77.6517,29,2,75
8860,12.9311 ,77.6055,30,5,63
8864,12.9803 ,77.5234,15,3,76
8872,13.0593 ,77.4989,32,1,57
8875,13.0309 ,77.6813,22,3,69
8876,12.8429 ,77.5460,30,1,75
8883,12.9723 ,77.7236,16,3,56
8891,13.0780 ,77.6093,30,3,52
8897,12.9370 ,77.7466,25,2,57
8905,13.0686 ,77.6019,15,5,61
8907,13.0719 ,77.6524,29,1,56
8914,13.0243 ,77.5423,25,2,75
8930,13.0868 ,77.5737,17,4,73
8939,13.0982 ,77.6237,29,1,64
8952,12.9744 ,77.6617,15,4,56
8978,13.0667 ,77.7395,19,3,69
8985,12.9757 ,77.5726,23,4,72
8986,13.0874 ,77.6412,18,4,53
8998,12.8449 ,77.5594,30,4,72
9006,12.8812 ,77.5744,28,1,68
9028,12.8731 ,77.5045,20,1,63
9030,12.8453 ,77.6384,28,4,64
9034,12.9139 ,77.5537,22,3,54
9039,13.0507 ,77.7492,19,2,70
9045,12.9393 ,77.5991,28,4,52
9062,13.0266 ,77.4980,22,5,77
9065,13.0652 ,77.5792,21,3,57
9068,13.0874 ,77.7233,26,5,74
9091,12.9208 ,77.6564,31,5,53
9121,12.8645 ,77.6958,21,3,55
9127,13.0999 ,77.6605,22,5,53
23,12.8692 ,77.7209,21,3,53
47,13.0253 ,77.5928,32,4,73
48,12.9071 ,77.5350,27,5,62
56,12.9213 ,77.5597,32,3,53
66,13.0965 ,77.6716,22,3,61
69,13.0089 ,77.7221,22,1,67
121,12.9731 ,77.7206,34,1,61
135,13.0073 ,77.6762,34,4,68
149,12.9563 ,77.6148,17,1,62
158,12.8982 ,77.7039,30,4,62
171,12.8819 ,77.5869,30,2,75
185,12.9903 ,77.4937,23,4,59
207,13.0536 ,77.6864,25,4,61
227,13.0415 ,77.7343,26,3,76
257,12.9203 ,77.6970,27,4,61
269,12.9156 ,77.6820,25,3,60
275,13.0604 ,77.7283,35,4,62
282,12.8635 ,77.7454,30,3,66
291,12.9039 ,77.5133,25,5,65
338,13.0677 ,77.6625,23,3,71
360,13.0922 ,77.7221,18,1,64
375,13.0325 ,77.5116,20,2,72
389,12.9614 ,77.6075,16,3,56
391,13.0040 ,77.7296,34,1,56
406,13.0861 ,77.5732,29,4,55
435,12.9075 ,77.6878,33,4,61
473,12.9313 ,77.6125,22,3,72
490,13.0242 ,77.6863,32,5,76
530,13.0188 ,77.5887,24,5,59
543,12.8615 ,77.7189,27,4,72
546,12.8843 ,77.5486,25,3,71
552,12.9496 ,77.6658,25,2,54
553,12.8428 ,77.7280,29,3,54
563,13.0706 ,77.5208,31,3,55
578,12.9643 ,77.6487,22,3,67
593,12.9320 ,77.7132,33,3,60
599,12.9550 ,77.5888,35,1,62
609,13.0214 ,77.6913,27,5,53
613,13.0335 ,77.5682,31,4,75
614,13.0095 ,77.5204,24,5,69
654,12.9473 ,77.6142,15,5,63
667,13.0092 ,77.7403,32,4,73
675,13.0469 ,77.6063,31,4,57
680,13.0039 ,77.5815,31,4,66
682,12.9176 ,77.5643,27,4,70
702,13.0242 ,77.6494,16,5,76
715,12.9283 ,77.7324,19,4,72
725,12.8970 ,77.5909,35,2,53
733,12.9352 ,77.5499,18,5,57
738,13.0311 ,77.7294,23,3,66
765,13.0845 ,77.7042,21,2,59
775,12.9419 ,77.7421,24,5,60
790,13.0045 ,77.5933,23,2,73
793,12.9674 ,77.5947,27,1,67
799,12.8590 ,77.7175,17,2,70
803,13.0477 ,77.6698,34,2,63
812,13.0868 ,77.6560,26,4,73
814,13.0232 ,77.7158,18,1,71
817,12.8405 ,77.5929,24,4,67
818,13.0438 ,77.4866,28,4,70
820,12.8656 ,77.5388,32,5,56
830,13.0332 ,77.5366,18,5,71
833,13.0868 ,77.5128,23,5,74
890,12.9456 ,77.6184,20,5,52
894,13.0287 ,77.5132,29,3,68
896,13.0923 ,77.6703,27,5,73
924,13.0001 ,77.5202,21,2,57
952,12.9934 ,77.5023,18,2,60
959,13.0774 ,77.6655,16,5,68
965,13.0513 ,77.5899,31,4,68
972,13.0866 ,77.4979,25,2,74
984,12.9459 ,77.6211,16,5,73
1003,12.8478 ,77.5279,30,2,78
1008,12.9613 ,77.5701,33,3,70
1016,12.8613 ,77.5243,16,5,55
1020,13.0310 ,77.7492,25,1,74
1027,12.9937 ,77.5290,31,1,76
1030,12.9551 ,77.5163,34,3,55
1033,12.8787 ,77.5105,29,5,57
1036,12.9857 ,77.5042,30,3,52
1051,12.8665 ,77.5861,24,2,52
1065,12.9549 ,77.6980,26,1,65
1074,13.0924 ,77.7290,34,4,73
1110,12.8988 ,77.6840,22,2,70
1115,12.8425 ,77.5713,32,5,54
1125,13.0151 ,77.6253,29,4,68
1145,12.8665 ,77.5525,24,3,53
1148,12.8953 ,77.6137,33,3,58
1156,12.8551 ,77.5118,33,4,73
1161,13.0592 ,77.6196,28,4,78
1170,13.0526 ,77.5061,22,1,74
1180,12.8703 ,77.5078,28,3,59
1189,12.9776 ,77.7185,23,2,74
1191,13.0876 ,77.6235,23,5,63
1192,12.9428 ,77.5651,30,1,54
1197,12.9720 ,77.5366,26,5,73
1198,12.9673 ,77.5901,27,1,65
1200,13.0835 ,77.5639,28,4,58
1203,12.9492 ,77.6588,32,3,60
1224,12.9980 ,77.7179,19,2,61
1227,12.8832 ,77.6028,29,4,77
1230,12.9582 ,77.7285,16,1,57
1244,13.0820 ,77.5488,28,5,71
1247,12.9553 ,77.7089,35,5,77
1258,12.9470 ,77.7465,15,1,75
1260,12.8482 ,77.5163,28,2,64
1274,12.9210 ,77.7465,33,3,77
1283,12.9829 ,77.4880,19,5,70
1295,12.9949 ,77.4916,15,3,76
1329,12.9636 ,77.5226,17,1,66
1331,13.0364 ,77.5805,31,5,58
1336,12.8864 ,77.5629,26,2,75
1344,12.8715 ,77.6281,19,4,53
1349,12.8693 ,77.6489,27,4,73
1362,12.9683 ,77.6287,30,1,62
1363,13.0995 ,77.5746,18,2,66
1377,12.9654 ,77.6989,24,3,70
1378,12.8452 ,77.5732,16,1,64
1389,13.0686 ,77.5254,33,1,55
1395,12.9019 ,77.5913,32,1,77
1412,12.9699 ,77.6958,19,1,65
1421,12.9311 ,77.4873,29,3,55
1423,13.0991 ,77.5126,29,5,52
1424,13.0618 ,77.5614,34,2,67
1425,13.0919 ,77.5321,25,4,67
1435,12.9426 ,77.5130,23,3,65
1446,12.9807 ,77.5701,15,4,73
1447,13.0143 ,77.6079,30,1,70
1466,13.0864 ,77.6228,21,4,78
1469,13.0195 ,77.5804,24,3,69
1474,13.0117 ,77.5699,21,2,67
1497,12.9998 ,77.5186,33,3,65
1511,12.9400 ,77.5866,32,5,62
1519,12.9091 ,77.4942,17,3,56
1520,13.0028 ,77.6760,27,4,57
1525,12.9201 ,77.5360,33,1,65
1546,12.9932 ,77.5916,24,2,70
1559,12.9183 ,77.5314,33,4,75
1569,12.8461 ,77.6804,27,2,76
1592,13.0738 ,77.6537,22,4,60
1602,13.0975 ,77.7044,34,3,57
1608,12.8920 ,77.5334,20,4,63
1610,12.8788 ,77.6481,35,4,57
1629,13.0330 ,77.5530,18,3,64
1633,12.9328 ,77.7096,31,1,57
1645,12.8965 ,77.7243,17,4,57
1646,13.0270 ,77.6500,34,2,58
1656,12.8404 ,77.6576,20,3,61
1661,13.0920 ,77.5499,16,4,61
1670,12.8714 ,77.6444,16,3,76
1683,13.0309 ,77.5514,29,4,76
1703,12.8964 ,77.7187,34,5,69
1707,12.9268 ,77.6864,20,5,76
1732,13.0497 ,77.4893,19,4,69
1734,13.0547 ,77.6319,21,2,54
1739,12.9599 ,77.6954,25,3,71
1741,12.8741 ,77.7332,24,1,77
1744,13.0248 ,77.5161,19,3,56
1760,13.0897 ,77.7062,28,4,56
1764,12.9952 ,77.5759,34,5,77
1782,12.8621 ,77.7325,17,1,77
1808,13.0020 ,77.6379,17,5,52
1822,13.0096 ,77.7031,24,3,71
1829,12.9552 ,77.5332,25,5,65
1830,13.0150 ,77.6412,15,3,54
1836,13.0070 ,77.5053,30,1,68
1842,12.9799 ,77.5512,16,4,57
1852,12.8959 ,77.5343,26,1,60
1867,12.9144 ,77.6564,19,4,53
1870,13.0753 ,77.5279,15,3,57
1877,12.9876 ,77.5296,26,4,75
1882,13.0374 ,77.5720,23,2,76
1883,13.0173 ,77.7209,29,2,75
1896,13.0431 ,77.5318,22,5,69
1918,13.0763 ,77.6843,20,2,57
1922,13.0921 ,77.6886,17,4,60
1947,12.9636 ,77.5427,21,5,63
1951,12.9871 ,77.7186,34,1,74
1958,12.8584 ,77.6763,27,4,69
1959,13.0296 ,77.5773,18,2,76
1976,12.8753 ,77.5902,18,3,64
1982,12.9125 ,77.7018,31,3,56
2005,12.9581 ,77.5212,35,1,56
2010,12.9377 ,77.5986,20,5,78
2015,12.8923 ,77.6038,28,2,73
2017,12.9155 ,77.6335,24,2,65
2029,13.0117 ,77.6992,35,2,65
2043,12.9312 ,77.6817,24,5,68
2045,12.8590 ,77.7367,19,3,74
2055,13.0685 ,77.5006,32,2,70
2068,13.0218 ,77.5226,28,1,56
2081,12.9429 ,77.6323,23,2,60
2098,12.9355 ,77.5712,24,1,72
2109,13.0903 ,77.7437,31,1,54
2115,13.0291 ,77.6365,18,1,64
2116,13.0514 ,77.6707,17,3,67
